,Unnamed: 0,Symbol,Wikipedia Link,Name,Sector,SEC Filings Link,CIK,Enterprise Value,Trailing P/E,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,EBITDA,Diluted EPS,Market Cap (intraday),Forward P/E,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding
404,404,WDC,https://en.wikipedia.org/wiki/wiki/Western_Digital,Western Digital,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106040&type=10-K&dateb=&owner=include&count=40,106040,35750000000.0,68.41,1.79,6.62,20010000000.0,5400000000.0,1.28,26120000000.0,6.82,0.97,93.96,87.2,4200000.0,2760000.0,297560000.0
405,405,WRK,https://en.wikipedia.org/wiki/wiki/WestRock_Company,WestRock Company,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001636023&type=10-K&dateb=&owner=include&count=40,1636023,22300000000.0,9.13,1.46,9.2,15310000000.0,2420000000.0,6.86,15800000000.0,13.8,1.77,65.12,62.9,1830000.0,1390000.0,252170000.0
406,406,WY,https://en.wikipedia.org/wiki/wiki/Weyerhaeuser_Corp.,Weyerhaeuser Corp.,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106535&type=10-K&dateb=&owner=include&count=40,106535,32760000000.0,46.08,4.55,16.85,7200000000.0,1940000000.0,0.77,26830000000.0,23.65,1.68,34.99,35.22,4530000.0,4440000.0,756100000.0
407,407,WHR,https://en.wikipedia.org/wiki/wiki/Whirlpool_Corp.,Whirlpool Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106640&type=10-K&dateb=&owner=include&count=40,106640,15010000000.0,31.6,0.71,7.35,21250000000.0,2040000000.0,4.7,10500000000.0,8.56,1.75,159.65,168.37,,,70690000.0
408,408,WMB,https://en.wikipedia.org/wiki/wiki/Williams_Cos.,Williams Cos.,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000107263&type=10-K&dateb=&owner=include&count=40,107263,42550000000.0,9.31,5.3,12.38,8029999999.999998,3440000000.0,2.62,20170000000.0,24.14,1.61,26.93,29.21,7610000.0,12600000.0,827330000.0
409,409,WLTW,https://en.wikipedia.org/wiki/wiki/Willis_Towers_Watson,Willis Towers Watson,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001140536&type=10-K&dateb=&owner=include&count=40,1140536,23950000000.0,34.96,2.95,14.11,8119999999.999998,1700000000.0,4.18,19320000000.0,13.41,0.91,156.93,156.96,,,132220000.0
410,410,WYN,https://en.wikipedia.org/wiki/wiki/Wyndham_Worldwide,Wyndham Worldwide,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001361658&type=10-K&dateb=&owner=include&count=40,1361658,17380000000.0,13.13,3.77,14.12,4610000000.0,1230000000.0,8.4,11000000000.0,13.94,1.43,118.85,112.11,,,99720000.0
411,411,WYNN,https://en.wikipedia.org/wiki/wiki/Wynn_Resorts,Wynn Resorts,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001174922&type=10-K&dateb=&owner=include&count=40,1174922,25560000000.0,24.52,4.05,15.71,6310000000.0,1630000000.0,7.28,19360000000.0,19.51,2.15,175.5,162.7,4430000.0,2300000.0,108460000.0
412,412,XEL,https://en.wikipedia.org/wiki/wiki/Xcel_Energy_Inc,Xcel Energy Inc,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072903&type=10-K&dateb=&owner=include&count=40,72903,38340000000.0,20.21,3.36,10.09,11400000000.0,3800000000.0,2.25,23130000000.0,17.49,0.12,44.1,47.13,3850000.0,3640000.0,508660000.0
413,413,XRX,https://en.wikipedia.org/wiki/wiki/Xerox_Corp.,Xerox Corp.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000108772&type=10-K&dateb=&owner=include&count=40,108772,12140000000.0,39.3,1.18,8.74,10260000000.0,1390000000.0,0.71,7130000000.0,7.54,1.17,29.95,30.67,2740000.0,2040000.0,254670000.0
414,414,XLNX,https://en.wikipedia.org/wiki/wiki/Xilinx_Inc,Xilinx Inc,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000743988&type=10-K&dateb=&owner=include&count=40,743988,17610000000.0,34.48,7.11,22.25,2480000000.0,791840000.0,1.92,16890000000.0,23.02,0.72,71.35,71.12,2690000.0,2180000.0,254820000.0
415,415,XYL,https://en.wikipedia.org/wiki/wiki/Xylem_Inc.,Xylem Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001524472&type=10-K&dateb=&owner=include&count=40,1524472,15710000000.0,41.2,3.34,19.27,4710000000.0,815000000.0,1.83,13560000000.0,22.37,0.8,76.47,69.87,1050000.0,,179820000.0
416,416,YUM,https://en.wikipedia.org/wiki/wiki/Yum!_Brands_Inc,Yum! Brands Inc,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001041061&type=10-K&dateb=&owner=include&count=40,1041061,35610000000.0,22.4,6.06,17.81,5880000000.0,2000000000.0,3.77,28080000000.0,21.99,0.58,81.88,80.23,2210000.0,2240000.0,332510000.0
417,417,ZBH,https://en.wikipedia.org/wiki/wiki/Zimmer_Holdings,Zimmer Biomet Holdings,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001136869&type=10-K&dateb=&owner=include&count=40,1136869,32240000000.000008,11.82,4.12,11.35,7820000000.0,2840000000.0,8.9,21370000000.0,12.55,1.17,114.84,117.52,1320000.0,1120000.0,203180000.0
418,418,ZTS,https://en.wikipedia.org/wiki/wiki/Zoetis,Zoetis,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001555280&type=10-K&dateb=&owner=include&count=40,1555280,43910000000.0,46.27,8.27,22.22,5310000000.0,1980000000.0,1.75,39280000000.0,23.74,1.07,82.56,73.33,2900000.0,2900000.0,485110000.0
